"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.161094917E0,3.216309502E0,1.530353161E0,-4.597268422E-1,3.591375277E0
1.171024917E0,2.438584796E0,1.598027958E0,2.172427726E-1,2.923625076E0
1.180953917E0,1.621807122E0,1.303443479E0,6.197651712E-1,2.171020984E0
1.190882917E0,8.865466511E-1,1.059934137E0,8.843715600E-1,1.640590868E0
1.200811917E0,3.675957370E-1,9.209680402E-1,1.039805682E0,1.436838409E0
1.210741917E0,2.963748962E-1,9.767101318E-1,1.159405800E0,1.544675555E0
1.220670917E0,7.599246114E-1,1.302407645E0,1.302222873E0,1.992369318E0
1.230599917E0,1.381967785E0,1.755515695E0,1.583086860E0,2.738217362E0
1.240528917E0,1.785130380E0,2.337951291E0,1.989791699E0,3.551334639E0
1.250458917E0,1.818439629E0,2.885253600E0,2.416365377E0,4.179740740E0
1.260387917E0,1.496905918E0,3.265073526E0,2.701804225E0,4.494572119E0
1.270316917E0,8.332750082E-1,3.481590367E0,2.799861447E0,4.544781936E0
1.280245917E0,-1.044546604E-1,3.410701355E0,3.141103783E0,4.637922756E0
1.290175917E0,-1.001327494E0,2.942915040E0,3.306329141E0,4.538195464E0
1.300104917E0,-1.246612344E0,1.939833966E0,2.991527329E0,3.777066840E0
1.310033917E0,-1.176208944E0,4.893391523E-1,2.556143067E0,2.856009045E0
1.319962917E0,-1.639030681E0,-8.013445330E-1,2.170798107E0,2.835654960E0
1.329892917E0,-1.980387037E0,-1.776193788E0,1.829089163E0,3.228368684E0
1.339821917E0,-1.980629697E0,-2.439387327E0,1.569491938E0,3.512379459E0
1.349750917E0,-1.744519714E0,-2.743704788E0,1.309951723E0,3.505315750E0
1.359679917E0,-1.492599444E0,-2.915479612E0,1.144225844E0,3.469456333E0
1.369609917E0,-1.411885648E0,-3.044334995E0,1.101622299E0,3.531992120E0
1.379538917E0,-1.577268881E0,-3.082303598E0,9.907841606E-1,3.601392209E0
1.389467917E0,-1.788111291E0,-2.938597456E0,8.216465043E-1,3.536636817E0
1.399396917E0,-1.879567591E0,-2.716223752E0,7.896827730E-1,3.396210341E0
1.409325917E0,-1.717537152E0,-2.162073476E0,6.834131368E-1,2.844564835E0
1.419255917E0,-1.620124878E0,-1.441086059E0,5.124599200E-1,2.228036988E0
1.429184917E0,-1.716288772E0,-7.471165779E-1,3.243719129E-1,1.899749317E0
1.439113917E0,-2.066611834E0,-2.066277373E-1,9.608323831E-2,2.079137196E0
1.449042917E0,-2.382823409E0,1.673955515E-1,-1.413564384E-1,2.392874905E0
1.458972917E0,-2.610321028E0,4.881378418E-1,-4.209375465E-1,2.688725133E0
1.468901917E0,-2.959648894E0,6.875349122E-1,-4.488638484E-1,3.071433637E0
1.478830917E0,-3.162243807E0,8.500243574E-1,-4.210568297E-1,3.301456672E0
1.488759917E0,-3.233874537E0,1.001347960E0,-3.309313560E-1,3.401493469E0
1.498689917E0,-3.339772875E0,1.040296555E0,-3.488706136E-1,3.515396206E0
1.508618917E0,-3.235590695E0,1.014060099E0,-4.866648917E-1,3.425522989E0
1.518547917E0,-3.160695464E0,8.329557502E-1,-7.353493488E-1,3.350305921E0
1.528476917E0,-3.061764084E0,5.818698782E-1,-9.563822865E-1,3.260005972E0
1.538406917E0,-2.912197570E0,2.878207486E-1,-1.127165422E0,3.135958762E0
1.548335917E0,-2.695345391E0,-7.343481593E-3,-1.338950404E0,3.009606102E0
1.558264917E0,-2.476146140E0,-2.758649102E-1,-1.615821912E0,2.969559161E0
1.568193917E0,-2.045616236E0,-3.187501805E-1,-1.863712281E0,2.785600641E0
1.578123917E0,-1.480776958E0,-2.162414369E-1,-1.959783204E0,2.465808380E0
1.588052917E0,-8.965231705E-1,-7.237625062E-2,-1.995397425E0,2.188744617E0
1.597981917E0,-1.217711896E-1,2.952574567E-1,-1.912868654E0,1.939348260E0
1.607910917E0,7.081188655E-1,8.033533439E-1,-1.742212987E0,2.045022008E0
1.617840917E0,1.681935210E0,1.398494647E0,-1.743287705E0,2.797095878E0
1.627769917E0,2.736530839E0,2.163041483E0,-1.598705358E0,3.837083308E0
1.637698917E0,3.584191167E0,2.906664642E0,-1.370655177E0,4.813919534E0
1.647627917E0,4.079211182E0,3.658522435E0,-1.283652116E0,5.627833777E0
1.657557917E0,4.108427964E0,4.428280016E0,-1.371498345E0,6.194340316E0
1.667486917E0,3.748854607E0,5.109986424E0,-1.784256806E0,6.584029501E0
1.677415917E0,3.147353872E0,5.550445485E0,-2.601669488E0,6.890715899E0
1.687344917E0,2.326884851E0,5.698439097E0,-3.444422833E0,7.053414060E0
1.697274917E0,1.536306796E0,5.197173087E0,-3.748573941E0,6.589586729E0
1.707203917E0,1.358931509E0,4.026748794E0,-3.091643940E0,5.255441270E0
1.717132917E0,1.706087134E0,3.108386858E0,-1.974932170E0,4.058713989E0
1.727061917E0,2.522841420E0,2.417862556E0,-8.475428722E-1,3.595708149E0
1.736991917E0,3.555601206E0,1.529728094E0,-5.811620727E-3,3.870710756E0
1.746920917E0,4.157932831E0,4.584718470E-1,5.494412933E-1,4.219062407E0
