"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.067578000E0,1.075028048E-1,-2.155588768E0,-9.842214650E-1,2.372090150E0
1.077606000E0,4.242840542E-1,-1.874635465E0,3.665970325E-2,1.922399287E0
1.087634000E0,2.468400260E-1,-1.302791222E0,4.894370931E-1,1.413415592E0
1.097662000E0,-1.835189015E-1,-5.573515528E-1,-9.527804017E-2,5.944727458E-1
1.107690000E0,-5.377362639E-1,-3.470030129E-2,-1.005276119E0,1.140589530E0
1.117719000E0,-8.127374672E-1,2.016555940E-1,-1.914251520E0,2.089393704E0
1.127747000E0,-6.513472985E-1,1.095283991E-1,-2.331826918E0,2.423564843E0
1.137775000E0,-4.276044687E-1,-2.183598831E-1,-2.243259142E0,2.294065866E0
1.147803000E0,-3.544305482E-1,-3.838383884E-1,-2.043469139E0,2.109198673E0
1.157831000E0,-3.494151355E-1,-4.818113372E-1,-1.739578816E0,1.838577591E0
1.167859000E0,-4.654096415E-1,-4.239499589E-1,-1.720391763E0,1.831962751E0
1.177887000E0,-7.423889579E-1,-2.338286556E-1,-2.097164705E0,2.236943675E0
1.187916000E0,-9.522216272E-1,3.392795719E-2,-2.443776539E0,2.622960333E0
1.197944000E0,-8.199684995E-1,3.533867471E-1,-2.672500904E0,2.817710350E0
1.207972000E0,-4.475958066E-1,5.549717360E-1,-2.707201790E0,2.799513738E0
1.218000000E0,-2.418406201E-1,7.226801135E-1,-2.706333479E0,2.811582176E0
1.228028000E0,-1.405395550E-1,8.926352837E-1,-2.795603505E0,2.938017711E0
1.238056000E0,-5.103124570E-2,9.641447577E-1,-2.746247742E0,2.911023181E0
1.248084000E0,-1.088836065E-1,7.857196033E-1,-2.358011919E0,2.487856737E0
1.258113000E0,-3.654410380E-1,5.483900004E-1,-1.798024076E0,1.914985462E0
1.268141000E0,-4.581047881E-1,5.920563857E-1,-1.490091573E0,1.667562190E0
1.278169000E0,-4.444310560E-2,6.682917255E-1,-1.154654353E0,1.334846693E0
1.288197000E0,4.454767026E-2,7.524736507E-1,-3.305916327E-1,8.230989719E-1
1.298225000E0,-2.224835406E-1,7.629072031E-1,-2.681579876E-1,8.387103389E-1
1.308253000E0,-6.619946397E-1,7.470433415E-1,-2.710009038E-1,1.034288232E0
1.318281000E0,-1.125816104E0,7.151827405E-1,-2.894816136E-1,1.364825211E0
1.328310000E0,-1.083189683E0,6.985709471E-1,-2.247751558E-1,1.308367352E0
1.338338000E0,-9.001794344E-1,6.224247041E-1,2.978039557E-1,1.134205767E0
1.348366000E0,-5.222385477E-1,5.393676370E-1,6.039284992E-1,9.635248729E-1
1.358394000E0,-2.645958638E-1,5.637351774E-1,5.045077068E-1,8.014588870E-1
1.368422000E0,-1.406498755E-1,6.180389269E-1,2.840811253E-1,6.945909504E-1
1.378450000E0,-2.703653115E-1,6.402924795E-1,1.314401454E-1,7.073530751E-1
1.388478000E0,-5.175384096E-1,6.023495317E-1,3.931346208E-1,8.861296710E-1
1.398507000E0,-6.059518551E-1,5.024531414E-1,1.329511244E0,1.545068593E0
1.408535000E0,-4.488377552E-1,6.986101965E-1,2.719910713E0,2.843839979E0
1.418563000E0,-3.307416138E-1,7.206710833E-1,4.359941853E0,4.431461360E0
1.428591000E0,-6.926100031E-2,3.133796956E-1,6.707231147E0,6.714905329E0
1.438619000E0,8.184632801E-1,3.190741528E-1,7.509883702E0,7.561087467E0
1.448647000E0,2.014558019E0,1.962233845E-1,6.258749707E0,6.577909662E0
1.458675000E0,2.798117223E0,-3.069063894E-1,3.098199254E0,4.185987355E0
1.468704000E0,2.297005140E0,-2.078386591E-1,-8.590126973E-1,2.461164833E0
1.478732000E0,1.253629880E0,8.864644977E-1,-2.884557781E0,3.267733278E0
1.488760000E0,9.880455440E-1,1.865718168E0,-2.244176570E0,3.081146988E0
1.498788000E0,1.220637112E0,1.912790155E0,-2.520734668E-1,2.283037925E0
1.508816000E0,1.257342277E0,1.413232993E0,1.952201704E0,2.718313556E0
1.518844000E0,1.122397895E0,7.864347178E-1,3.703836894E0,3.949261240E0
1.528872000E0,5.792910733E-1,2.534041834E-1,4.903518900E0,4.944116648E0
1.538901000E0,8.881317582E-2,-2.547820798E-1,4.916415519E0,4.923813892E0
1.548929000E0,-3.698063499E-1,-7.940189950E-1,4.042990605E0,4.136785700E0
1.558957000E0,-9.155158771E-1,-1.323892508E0,2.565340152E0,3.028503061E0
1.568985000E0,-9.026096103E-1,-1.568150586E0,9.528903294E-1,2.044945073E0
1.579013000E0,-5.194319938E-1,-1.494973121E0,-1.718116611E-1,1.591940161E0
1.589041000E0,-3.965568865E-1,-1.148001829E0,-9.127439314E-1,1.519298209E0
1.599069000E0,-2.367679413E-1,-4.912104806E-1,-1.091675162E0,1.220287447E0
1.609098000E0,1.725982944E-1,1.542885791E-1,-7.863288832E-1,8.197000972E-1
1.619126000E0,4.670354963E-1,5.180320607E-1,-3.413791609E-1,7.765430460E-1
1.629154000E0,3.799661795E-1,5.951580046E-1,-1.961097658E-2,7.063794578E-1
1.639182000E0,5.900806846E-1,1.940687951E-1,1.429527283E-2,6.213390913E-1
1.649210000E0,9.684218498E-1,-2.901580634E-1,-2.106570536E-1,1.032670797E0
1.659238000E0,1.222436884E0,-5.826335245E-1,-5.551147735E-1,1.463545753E0
1.669266000E0,1.121610421E0,-6.483677767E-1,-1.117916297E0,1.711177243E0
1.679295000E0,7.432101262E-1,-5.236574111E-1,-2.008188794E0,2.204404819E0
1.689323000E0,4.128222690E-1,-4.509680421E-1,-2.842906310E0,2.907904862E0
1.699351000E0,4.600347347E-1,-4.429178879E-1,-3.150496750E0,3.214566532E0
1.709379000E0,5.737931192E-1,-4.617820289E-1,-2.923872120E0,3.015212988E0
1.719407000E0,2.385560929E-1,-4.648467008E-1,-2.386180295E0,2.442713218E0
1.729435000E0,-3.596845273E-1,-3.211648247E-1,-2.172819489E0,2.225682892E0
1.739463000E0,-5.437362380E-1,-2.232523216E-1,-2.204654655E0,2.281664490E0
1.749492000E0,-4.206824617E-1,-2.812764352E-1,-2.275432861E0,2.331026571E0
1.759520000E0,-2.545971616E-1,-3.488084138E-1,-2.403320239E0,2.441809819E0
1.769548833E0,4.654164389E-3,-3.194154109E-1,-2.492045889E0,2.512437179E0
1.779576833E0,3.452411737E-1,-2.520462772E-1,-2.474660363E0,2.511306971E0
1.789604833E0,5.651842270E-1,-2.041454481E-1,-2.264804962E0,2.343170948E0
1.799632833E0,7.256435555E-1,-1.390320971E-1,-2.145372659E0,2.269033349E0
1.809660833E0,7.628152556E-1,-8.725361377E-3,-2.204748795E0,2.332998177E0
1.819689833E0,6.620347662E-1,1.116902974E-1,-2.264175802E0,2.361621650E0
1.829717833E0,5.733949604E-1,2.221566264E-1,-2.253288286E0,2.335689074E0
1.839745833E0,6.937024091E-1,2.558700639E-1,-2.240754195E0,2.359591465E0
1.849773833E0,8.688948572E-1,2.372777454E-1,-2.126132396E0,2.309051313E0
1.859801833E0,6.301716802E-1,3.368967585E-1,-1.431577317E0,1.600009183E0
1.869829833E0,2.056750066E-1,4.144691373E-1,-5.023091537E-1,6.829358388E-1
1.879857833E0,1.220738195E-1,3.690050621E-1,1.331662434E-1,4.108527737E-1
1.889886833E0,3.191280933E-1,4.267289212E-1,7.753893274E-1,9.408341625E-1
1.899914833E0,6.292862655E-1,5.262209035E-1,1.242374282E0,1.488759047E0
1.909942833E0,1.018694163E0,4.783343270E-1,1.225824323E0,1.664087377E0
1.919970833E0,1.076547538E0,5.044063307E-1,1.166935260E0,1.665868617E0
1.929998833E0,9.051376540E-1,4.876311075E-1,1.085123942E0,1.494841878E0
1.940026833E0,7.079865722E-1,3.552635206E-1,1.025668868E0,1.295937415E0
1.950054833E0,3.484378465E-1,2.349168590E-1,1.744444284E0,1.794346880E0
1.960082833E0,-5.586451761E-2,1.472822260E-1,3.033217392E0,3.037304832E0
1.970111833E0,-2.691962338E-1,5.670264289E-3,4.149726849E0,4.158453040E0
1.980139833E0,-1.264257925E-1,-8.167566240E-2,4.698807880E0,4.701217916E0
1.990167833E0,3.101238198E-1,-8.136977993E-2,4.568005666E0,4.579243779E0
2.000195833E0,6.955924485E-1,-6.284879744E-2,3.740937477E0,3.805576439E0
2.010223833E0,8.974658878E-1,-5.866511464E-3,2.688701785E0,2.834536421E0
2.020251833E0,8.961713874E-1,1.672956372E-1,1.840413465E0,2.053833662E0
2.030279833E0,7.149873704E-1,4.383696312E-1,1.451629173E0,1.676485052E0
2.040307833E0,5.597889646E-1,5.975662901E-1,1.270023426E0,1.511095185E0
2.050336833E0,4.057645700E-1,5.041477375E-1,1.072897414E0,1.252963961E0
2.060364833E0,1.794052208E-1,2.479115649E-1,7.529909831E-1,8.127987438E-1
2.070392833E0,-1.718601565E-1,7.264639199E-2,5.773774624E-1,6.067768500E-1
2.080420833E0,-5.322749645E-1,-1.038518856E-1,3.155391455E-1,6.274287244E-1
2.090448833E0,-6.051947869E-1,-4.183033758E-1,-1.217197341E-1,7.456903767E-1
