"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.271013750E-1,1.736245319E0,2.780444598E0,1.136365432E0,3.469401442E0
6.371793750E-1,1.888472900E0,2.591625726E0,1.029433013E0,3.367875610E0
6.472563750E-1,9.190250105E-1,2.075004927E0,7.535681033E-1,2.391258519E0
6.573343750E-1,7.682165480E-1,1.798011212E0,1.087020779E-1,1.958268910E0
6.674123750E-1,1.205827868E0,1.773756377E0,-7.037882714E-1,2.257332599E0
6.774893750E-1,5.400081995E-1,9.461367953E-1,-1.227729492E0,1.641372412E0
6.875673750E-1,-9.240354896E-2,-1.715678322E-1,-1.314323101E0,1.328690766E0
6.976453750E-1,6.535403699E-1,-5.501727068E-1,-1.340477550E0,1.589554996E0
7.077233750E-1,1.358766033E0,-9.064856565E-1,-1.817669989E0,2.443744170E0
7.178003750E-1,1.726787447E0,-1.855627921E0,-2.535515260E0,3.585245807E0
7.278783750E-1,2.043871427E0,-2.630679279E0,-2.623004808E0,4.240051663E0
7.379563750E-1,2.817989862E0,-2.256758609E0,-3.571493354E0,5.078345307E0
7.480333750E-1,4.643664836E0,-1.351629506E0,-4.428697507E0,6.557734902E0
7.581113750E-1,4.619957885E0,-1.052711656E0,-4.877929730E0,6.800471391E0
7.681893750E-1,3.003416473E0,-3.612013389E0,-3.753680899E0,6.013091678E0
7.782663750E-1,3.307834506E0,-3.892186235E0,-1.529135771E0,5.331898256E0
7.883443750E-1,3.625203830E0,-3.588558453E0,-4.520263150E-2,5.101166323E0
7.984223750E-1,3.526683801E-1,-6.427914333E0,7.170779693E-1,6.477395964E0
8.084993750E-1,-2.634661818E0,-8.230440180E0,1.910436212E0,8.850500267E0
8.185773750E-1,-4.620702528E0,-7.564615395E0,2.678470327E0,9.260048662E0
8.286553750E-1,-5.204952807E0,-6.552364132E0,3.253310097E0,8.978253507E0
8.387333750E-1,-2.150127030E0,-3.611048598E0,4.072610845E0,5.852254037E0
8.488103750E-1,2.944245574E-1,-2.415803459E0,5.343283896E0,5.871411668E0
8.588883750E-1,-1.872922230E0,-3.288360647E0,5.727888014E0,6.865118683E0
8.689663750E-1,-3.724583400E0,-3.057383350E0,4.723782215E0,6.747905813E0
8.790433750E-1,-4.293157879E0,-2.478155243E0,4.445570233E0,6.658494776E0
8.891213750E-1,-5.337134964E0,-2.109413452E0,4.408115601E0,7.236443732E0
8.991993750E-1,-5.242383758E0,-6.546092409E-1,4.047639141E0,6.655410081E0
9.092763750E-1,-4.217387320E0,3.055345595E-1,2.931224702E0,5.145073899E0
9.193543750E-1,-3.193048401E0,3.479806674E-1,1.385997101E0,3.498233354E0
9.294323749E-1,-2.326954140E0,-5.549007654E-4,3.836767495E-1,2.358373110E0
9.395103750E-1,-1.394086139E0,-3.945104706E-1,-3.638020635E-1,1.493809431E0
9.495873750E-1,-4.113761795E-1,-2.993294942E-1,-9.658793342E-1,1.091673667E0
